"id_unidade";"unidade";"natureza_despesa";"ano";"valor"
"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"           130.00"
"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"PASSAGENS";"2001.0";"         1142.00"
"440";"CENTRO DE BIOCIÊNCIAS";"MATERIAL DE CONSUMO";"2001.0";"         3128.93"
"440";"CENTRO DE BIOCIÊNCIAS";"LOC MÃO-DE-OBRA";"2001.0";"        11739.22"
"440";"CENTRO DE BIOCIÊNCIAS";"AUX FINANCEIRO ESTUDANTE";"2001.0";"         3180.00"
"440";"CENTRO DE BIOCIÊNCIAS";"EQUIP MATERIAL PERMANENTE";"2001.0";"         3748.50"
"440";"CENTRO DE BIOCIÊNCIAS";"SERV PESSOA JURÍDICA";"2001.0";"         3867.26"
"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"AUX FINANCEIRO ESTUDANTE";"2001.0";"         4285.00"
"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"MATERIAL DE CONSUMO";"2001.0";"         9577.32"
"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"SERV PESSOA JURÍDICA";"2001.0";"         5655.82"
"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"AUX FINANCEIRO ESTUDANTE";"2001.0";"         5060.00"
"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"MATERIAL DE CONSUMO";"2001.0";"         1104.87"
"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"LOC MÃO-DE-OBRA";"2001.0";"        12001.77"
"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"SERV PESSOA JURÍDICA";"2001.0";"         4227.39"
"442";"CENTRO DE CIÊNCIAS HUMANAS. LETRAS E ARTES";"SERV PESSOA JURÍDICA";"2001.0";"        15630.34"
"442";"CENTRO DE CIÊNCIAS HUMANAS. LETRAS E ARTES";"EQUIP MATERIAL PERMANENTE";"2001.0";"         4196.66"
"442";"CENTRO DE CIÊNCIAS HUMANAS. LETRAS E ARTES";"AUX FINANCEIRO ESTUDANTE";"2001.0";"         5988.00"
"442";"CENTRO DE CIÊNCIAS HUMANAS. LETRAS E ARTES";"MATERIAL DE CONSUMO";"2001.0";"        28031.28"
"442";"CENTRO DE CIÊNCIAS HUMANAS. LETRAS E ARTES";"LOC MÃO-DE-OBRA";"2001.0";"         5032.11"
"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"MATERIAL DE CONSUMO";"2001.0";"         2735.67"
"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"AUX FINANCEIRO ESTUDANTE";"2001.0";"        10671.80"
"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"SERV PESSOA JURÍDICA";"2001.0";"         3155.60"
"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"SERV PESSOA JURÍDICA";"2001.0";"        10232.13"
"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"MATERIAL DE CONSUMO";"2001.0";"           863.74"
"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"LOC MÃO-DE-OBRA";"2001.0";"         2905.29"
"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"EQUIP MATERIAL PERMANENTE";"2001.0";"         3415.00"
"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"AUX FINANCEIRO ESTUDANTE";"2001.0";"           480.00"
"445";"CENTRO DE TECNOLOGIA";"LOC MÃO-DE-OBRA";"2001.0";"         5460.02"
"445";"CENTRO DE TECNOLOGIA";"AUX FINANCEIRO ESTUDANTE";"2001.0";"        14236.00"
"445";"CENTRO DE TECNOLOGIA";"PASSAGENS";"2001.0";"           145.38"
"445";"CENTRO DE TECNOLOGIA";"SERV PESSOA JURÍDICA";"2001.0";"         3083.11"
"445";"CENTRO DE TECNOLOGIA";"MATERIAL DE CONSUMO";"2001.0";"         6279.92"
"1477";"CIENTEC";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"         2239.20"
"1477";"CIENTEC";"SERV PESSOA JURÍDICA";"2001.0";"        64127.50"
"1477";"CIENTEC";"SERV PESSOA FÍSICA";"2001.0";"        11196.00"
"1477";"CIENTEC";"MATERIAL DE CONSUMO";"2001.0";"         5255.90"
"1453";"COMISSÃO DE ENERGIA ELÉTRICA";"MATERIAL DE CONSUMO";"2001.0";"         2227.20"
"1453";"COMISSÃO DE ENERGIA ELÉTRICA";"SERV PESSOA JURÍDICA";"2001.0";"         3425.00"
"1453";"COMISSÃO DE ENERGIA ELÉTRICA";"PASSAGENS";"2001.0";"           791.73"
"326";"COMPLEXO HOSPITALAR E DE SAÚDE";"MATERIAL DE CONSUMO";"2001.0";"           178.60"
"326";"COMPLEXO HOSPITALAR E DE SAÚDE";"DIÁRIAS";"2001.0";"         2000.00"
"326";"COMPLEXO HOSPITALAR E DE SAÚDE";"AUX FINANCEIRO ESTUDANTE";"2001.0";"           120.00"
"326";"COMPLEXO HOSPITALAR E DE SAÚDE";"SERV PESSOA JURÍDICA";"2001.0";"           773.00"
"1450";"CRUTAC";"MATERIAL DE CONSUMO";"2001.0";"         5176.69"
"1450";"CRUTAC";"SERV PESSOA JURÍDICA";"2001.0";"        78836.79"
"1450";"CRUTAC";"LOC MÃO-DE-OBRA";"2001.0";"         7451.96"
"1475";"DAS/PROGESP - DIRETORIA DE ATENÇÃO À SAÚDE DO SERVIDOR";"SERV PESSOA JURÍDICA";"2001.0";"         6334.50"
"1475";"DAS/PROGESP - DIRETORIA DE ATENÇÃO À SAÚDE DO SERVIDOR";"MATERIAL DE CONSUMO";"2001.0";"        15246.56"
"1423";"DIRETORIA DE LOGÍSTICA - PROAD";"SERV PESSOA JURÍDICA";"2001.0";"           755.00"
"283";"EDITORA UNIVERSITÁRIA";"MATERIAL DE CONSUMO";"2001.0";"        16200.14"
"283";"EDITORA UNIVERSITÁRIA";"LOC MÃO-DE-OBRA";"2001.0";"         3725.98"
"283";"EDITORA UNIVERSITÁRIA";"SERV PESSOA JURÍDICA";"2001.0";"       112451.47"
"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"DIÁRIAS";"2001.0";"        10784.76"
"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"AUX FINANCEIRO ESTUDANTE";"2001.0";"        29838.00"
"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"SERV PESSOA JURÍDICA";"2001.0";"        68852.06"
"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"CONTRIBUICOES";"2001.0";"           900.22"
"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"PASSAGENS";"2001.0";"        10873.61"
"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"MATERIAL DE CONSUMO";"2001.0";"       264616.27"
"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"LOC MÃO-DE-OBRA";"2001.0";"        88849.30"
"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"EQUIP MATERIAL PERMANENTE";"2001.0";"        30945.20"
"284";"ESCOLA DE MÚSICA";"CONTRIBUICOES";"2001.0";"           900.08"
"284";"ESCOLA DE MÚSICA";"MATERIAL DE CONSUMO";"2001.0";"         7132.80"
"284";"ESCOLA DE MÚSICA";"SERV PESSOA JURÍDICA";"2001.0";"        62776.70"
"284";"ESCOLA DE MÚSICA";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"           843.66"
"284";"ESCOLA DE MÚSICA";"DIÁRIAS";"2001.0";"         3100.00"
"284";"ESCOLA DE MÚSICA";"PASSAGENS";"2001.0";"        10000.00"
"284";"ESCOLA DE MÚSICA";"SERV PESSOA FÍSICA";"2001.0";"         4218.32"
"284";"ESCOLA DE MÚSICA";"AUX FINANCEIRO ESTUDANTE";"2001.0";"        26500.00"
"284";"ESCOLA DE MÚSICA";"EQUIP MATERIAL PERMANENTE";"2001.0";"        23222.11"
"205";"ESCOLA DE SAÚDE";"LOC MÃO-DE-OBRA";"2001.0";"         5118.22"
"205";"ESCOLA DE SAÚDE";"MATERIAL DE CONSUMO";"2001.0";"         2637.34"
"205";"ESCOLA DE SAÚDE";"DIÁRIAS";"2001.0";"         7000.00"
"205";"ESCOLA DE SAÚDE";"PASSAGENS";"2001.0";"         3000.00"
"205";"ESCOLA DE SAÚDE";"AUX FINANCEIRO ESTUDANTE";"2001.0";"         3480.00"
"205";"ESCOLA DE SAÚDE";"CONTRIBUICOES";"2001.0";"           900.07"
"205";"ESCOLA DE SAÚDE";"SERV PESSOA JURÍDICA";"2001.0";"         8204.00"
"205";"ESCOLA DE SAÚDE";"EQUIP MATERIAL PERMANENTE";"2001.0";"           410.00"
"1456";"FUNDO DE EXTENSÃO";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"            83.33"
"1456";"FUNDO DE EXTENSÃO";"AUX FINANCEIRO ESTUDANTE";"2001.0";"         5000.00"
"1456";"FUNDO DE EXTENSÃO";"SERV PESSOA FÍSICA";"2001.0";"         2316.67"
"1456";"FUNDO DE EXTENSÃO";"SERV PESSOA JURÍDICA";"2001.0";"         5499.00"
"1468";"FUNDO DE GRADUAÇÃO";"PASSAGENS";"2001.0";"        10000.00"
"1468";"FUNDO DE GRADUAÇÃO";"DIÁRIAS";"2001.0";"         3000.00"
"1468";"FUNDO DE GRADUAÇÃO";"SERV PESSOA FÍSICA";"2001.0";"        16685.20"
"1468";"FUNDO DE GRADUAÇÃO";"SERV PESSOA JURÍDICA";"2001.0";"         4774.19"
"1468";"FUNDO DE GRADUAÇÃO";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"         4227.60"
"1455";"FUNDO DE PESQUISA";"SERV PESSOA JURÍDICA";"2001.0";"         9345.00"
"1455";"FUNDO DE PESQUISA";"AUX FINANCEIRO ESTUDANTE";"2001.0";"        21550.00"
"1454";"FUNDO DE PÓS-GRADUAÇÃO";"PASSAGENS";"2001.0";"        28530.53"
"1454";"FUNDO DE PÓS-GRADUAÇÃO";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"         4000.00"
"1454";"FUNDO DE PÓS-GRADUAÇÃO";"SERV PESSOA JURÍDICA";"2001.0";"        12206.72"
"1454";"FUNDO DE PÓS-GRADUAÇÃO";"DIÁRIAS";"2001.0";"        10000.00"
"1454";"FUNDO DE PÓS-GRADUAÇÃO";"MATERIAL DE CONSUMO";"2001.0";"         4270.08"
"1454";"FUNDO DE PÓS-GRADUAÇÃO";"SERV PESSOA FÍSICA";"2001.0";"        20000.00"
"262";"GABINETE DO REITOR";"LOC MÃO-DE-OBRA";"2001.0";"        32829.13"
"262";"GABINETE DO REITOR";"SERV PESSOA JURÍDICA";"2001.0";"       114873.64"
"262";"GABINETE DO REITOR";"MATERIAL DE CONSUMO";"2001.0";"        14798.60"
"262";"GABINETE DO REITOR";"SERV PESSOA FÍSICA";"2001.0";"         7345.00"
"262";"GABINETE DO REITOR";"AUX FINANCEIRO ESTUDANTE";"2001.0";"        22300.00"
"262";"GABINETE DO REITOR";"PASSAGENS";"2001.0";"        17246.54"
"1447";"GASTOS COMUNS";"LOC MÃO-DE-OBRA";"2001.0";"       578783.98"
"1447";"GASTOS COMUNS";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"         5693.53"
"1447";"GASTOS COMUNS";"SERV PESSOA JURÍDICA";"2001.0";"     2325085.61"
"1447";"GASTOS COMUNS";"MATERIAL DE CONSUMO";"2001.0";"       304387.69"
"1447";"GASTOS COMUNS";"DIVEXERCÍCIOS ANTERIORES";"2001.0";"       710534.70"
"1447";"GASTOS COMUNS";"CONTRIBUICOES";"2001.0";"        13792.13"
"1447";"GASTOS COMUNS";"SERV PESSOA FÍSICA";"2001.0";"        24086.00"
"1424";"HOSPED - HOSPITAL DE PEDIATRIA";"LOC MÃO-DE-OBRA";"2001.0";"         6192.82"
"1424";"HOSPED - HOSPITAL DE PEDIATRIA";"MATERIAL DE CONSUMO";"2001.0";"         1790.84"
"1424";"HOSPED - HOSPITAL DE PEDIATRIA";"EQUIP MATERIAL PERMANENTE";"2001.0";"           668.00"
"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"SERV PESSOA FÍSICA";"2001.0";"         4960.00"
"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"PASSAGENS";"2001.0";"         9216.05"
"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"           972.00"
"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"DIÁRIAS";"2001.0";"        14686.18"
"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"CONTRIBUICOES";"2001.0";"         2868.66"
"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"MATERIAL DE CONSUMO";"2001.0";"       145111.84"
"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"LOC MÃO-DE-OBRA";"2001.0";"        81154.09"
"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"EQUIP MATERIAL PERMANENTE";"2001.0";"         8270.00"
"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"AUX FINANCEIRO ESTUDANTE";"2001.0";"         1760.00"
"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"SERV PESSOA JURÍDICA";"2001.0";"       129759.83"
"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"MATERIAL DE CONSUMO";"2001.0";"         9667.34"
"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"SERV PESSOA JURÍDICA";"2001.0";"        80472.91"
"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"LOC MÃO-DE-OBRA";"2001.0";"       120100.21"
"1497";"LABORATORIO DE ELETRONICA";"SERV PESSOA JURÍDICA";"2001.0";"            25.20"
"1492";"LABORATORIO DE ENGENHARIA BIOMEDICA";"MATERIAL DE CONSUMO";"2001.0";"         2000.00"
"1492";"LABORATORIO DE ENGENHARIA BIOMEDICA";"SERV PESSOA JURÍDICA";"2001.0";"           348.80"
"1462";"MANUTENÇÃO DA REITORIA";"EQUIP MATERIAL PERMANENTE";"2001.0";"        36886.50"
"1462";"MANUTENÇÃO DA REITORIA";"LOC MÃO-DE-OBRA";"2001.0";"       279605.84"
"1462";"MANUTENÇÃO DA REITORIA";"MATERIAL DE CONSUMO";"2001.0";"        95432.65"
"1462";"MANUTENÇÃO DA REITORIA";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"         9146.61"
"1462";"MANUTENÇÃO DA REITORIA";"AUX FINANCEIRO ESTUDANTE";"2001.0";"        67004.00"
"1462";"MANUTENÇÃO DA REITORIA";"DIÁRIAS";"2001.0";"       117625.26"
"1462";"MANUTENÇÃO DA REITORIA";"DIVEXERCÍCIOS ANTERIORES";"2001.0";"           961.61"
"1462";"MANUTENÇÃO DA REITORIA";"PASSAGENS";"2001.0";"       205796.87"
"1462";"MANUTENÇÃO DA REITORIA";"SERV PESSOA FÍSICA";"2001.0";"         7552.00"
"1462";"MANUTENÇÃO DA REITORIA";"CONTRIBUICOES";"2001.0";"           540.14"
"1462";"MANUTENÇÃO DA REITORIA";"SERV PESSOA JURÍDICA";"2001.0";"       558573.45"
"447";"MATERNIDADE ESCOLA JANUÁRIO CICCO";"LOC MÃO-DE-OBRA";"2001.0";"        20483.94"
"447";"MATERNIDADE ESCOLA JANUÁRIO CICCO";"MATERIAL DE CONSUMO";"2001.0";"        12469.32"
"447";"MATERNIDADE ESCOLA JANUÁRIO CICCO";"SERV PESSOA JURÍDICA";"2001.0";"       756177.33"
"1461";"MONITORIA";"SERV PESSOA FÍSICA";"2001.0";"       229512.00"
"290";"MUSEU CÂMARA CASCUDO";"LOC MÃO-DE-OBRA";"2001.0";"        11177.95"
"290";"MUSEU CÂMARA CASCUDO";"SERV PESSOA JURÍDICA";"2001.0";"        25314.45"
"290";"MUSEU CÂMARA CASCUDO";"SERV PESSOA FÍSICA";"2001.0";"         6537.21"
"290";"MUSEU CÂMARA CASCUDO";"PASSAGENS";"2001.0";"         4000.00"
"290";"MUSEU CÂMARA CASCUDO";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"           500.00"
"290";"MUSEU CÂMARA CASCUDO";"MATERIAL DE CONSUMO";"2001.0";"         5169.24"
"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"SERV PESSOA FÍSICA";"2001.0";"         6140.00"
"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"AUX FINANCEIRO ESTUDANTE";"2001.0";"         4500.00"
"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"CONTRIBUICOES";"2001.0";"         6276.29"
"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"DIÁRIAS";"2001.0";"         9000.00"
"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"EQUIP MATERIAL PERMANENTE";"2001.0";"        67026.80"
"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"LOC MÃO-DE-OBRA";"2001.0";"        93224.55"
"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"MATERIAL DE CONSUMO";"2001.0";"     2791126.49"
"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"OBRAS E INSTALAÇÕES";"2001.0";"       270009.73"
"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"           804.00"
"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"PASSAGENS";"2001.0";"         3950.87"
"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"SERV PESSOA JURÍDICA";"2001.0";"       516216.27"
"253";"NÚCLEO PERMANENTE DE CONCURSOS";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"        18694.81"
"253";"NÚCLEO PERMANENTE DE CONCURSOS";"AUX FINANCEIRO ESTUDANTE";"2001.0";"       293018.00"
"253";"NÚCLEO PERMANENTE DE CONCURSOS";"SERV PESSOA JURÍDICA";"2001.0";"       165348.97"
"253";"NÚCLEO PERMANENTE DE CONCURSOS";"MATERIAL DE CONSUMO";"2001.0";"        74218.78"
"253";"NÚCLEO PERMANENTE DE CONCURSOS";"SERV PESSOA FÍSICA";"2001.0";"       101097.48"
"253";"NÚCLEO PERMANENTE DE CONCURSOS";"EQUIP MATERIAL PERMANENTE";"2001.0";"        33004.00"
"253";"NÚCLEO PERMANENTE DE CONCURSOS";"LOC MÃO-DE-OBRA";"2001.0";"         7451.96"
"1469";"PAIUB";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"         4781.60"
"1469";"PAIUB";"SERV PESSOA FÍSICA";"2001.0";"        23908.00"
"1469";"PAIUB";"AUX FINANCEIRO ESTUDANTE";"2001.0";"           240.00"
"1464";"PARQUE POLIESPORTIVO";"SERV PESSOA JURÍDICA";"2001.0";"           250.00"
"1464";"PARQUE POLIESPORTIVO";"CUSTEIO";"2001.0";"        15131.00"
"1464";"PARQUE POLIESPORTIVO";"MATERIAL DE CONSUMO";"2001.0";"         7850.92"
"1448";"PASEP";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"       137827.92"
"251";"PROAE - COORDENADORIA DO SISTEMA DE RESTAURANTES UNIVERSITÁRIOS";"SERV PESSOA JURÍDICA";"2001.0";"        15002.16"
"251";"PROAE - COORDENADORIA DO SISTEMA DE RESTAURANTES UNIVERSITÁRIOS";"MATERIAL DE CONSUMO";"2001.0";"       634955.48"
"251";"PROAE - COORDENADORIA DO SISTEMA DE RESTAURANTES UNIVERSITÁRIOS";"LOC MÃO-DE-OBRA";"2001.0";"        89035.74"
"1708";"PROART/2002";"PASSAGENS";"2001.0";"         2237.50"
"1708";"PROART/2002";"EQUIP MATERIAL PERMANENTE";"2001.0";"        16003.19"
"1708";"PROART/2002";"SERV PESSOA FÍSICA";"2001.0";"           970.00"
"1708";"PROART/2002";"MATERIAL DE CONSUMO";"2001.0";"         8225.31"
"1708";"PROART/2002";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"            42.00"
"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"SERV PESSOA JURÍDICA";"2001.0";"       124963.78"
"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"SERV PESSOA FÍSICA";"2001.0";"         5606.90"
"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"           100.00"
"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"MATERIAL DE CONSUMO";"2001.0";"        20515.64"
"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"LOC MÃO-DE-OBRA";"2001.0";"        47826.94"
"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"EQUIP MATERIAL PERMANENTE";"2001.0";"       272262.00"
"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"AUX FINANCEIRO ESTUDANTE";"2001.0";"       752319.49"
"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE)";"SERV PESSOA JURÍDICA";"2001.0";"         8608.26"
"17";"PRÓ-REITORIA DE EXTENSÃO UNIVERSITÁRIA";"SERV PESSOA JURÍDICA";"2001.0";"        23282.34"
"17";"PRÓ-REITORIA DE EXTENSÃO UNIVERSITÁRIA";"AUX FINANCEIRO ESTUDANTE";"2001.0";"           200.00"
"17";"PRÓ-REITORIA DE EXTENSÃO UNIVERSITÁRIA";"SERV PESSOA FÍSICA";"2001.0";"           157.90"
"17";"PRÓ-REITORIA DE EXTENSÃO UNIVERSITÁRIA";"MATERIAL DE CONSUMO";"2001.0";"         2779.93"
"17";"PRÓ-REITORIA DE EXTENSÃO UNIVERSITÁRIA";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"            31.58"
"1421";"PRÓ-REITORIA DE GESTÃO DE PESSOAS";"MATERIAL DE CONSUMO";"2001.0";"        10757.02"
"1421";"PRÓ-REITORIA DE GESTÃO DE PESSOAS";"EQUIP MATERIAL PERMANENTE";"2001.0";"         6739.41"
"1421";"PRÓ-REITORIA DE GESTÃO DE PESSOAS";"SERV PESSOA FÍSICA";"2001.0";"        10854.35"
"1421";"PRÓ-REITORIA DE GESTÃO DE PESSOAS";"PASSAGENS";"2001.0";"         3000.00"
"1421";"PRÓ-REITORIA DE GESTÃO DE PESSOAS";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"         1202.25"
"1421";"PRÓ-REITORIA DE GESTÃO DE PESSOAS";"SERV PESSOA JURÍDICA";"2001.0";"        75761.30"
"1421";"PRÓ-REITORIA DE GESTÃO DE PESSOAS";"LOC MÃO-DE-OBRA";"2001.0";"        12182.15"
"3";"PRÓ-REITORIA DE GRADUAÇÃO";"SERV PESSOA FÍSICA";"2001.0";"         4597.60"
"3";"PRÓ-REITORIA DE GRADUAÇÃO";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"         1192.00"
"3";"PRÓ-REITORIA DE GRADUAÇÃO";"MATERIAL DE CONSUMO";"2001.0";"         5013.26"
"3";"PRÓ-REITORIA DE GRADUAÇÃO";"SERV PESSOA JURÍDICA";"2001.0";"        15848.73"
"15";"PRÓ-REITORIA DE PESQUISA E POS-GRADUACAO";"AUX FINANCEIRO ESTUDANTE";"2001.0";"           200.00"
"15";"PRÓ-REITORIA DE PESQUISA E POS-GRADUACAO";"SERV PESSOA JURÍDICA";"2001.0";"        16090.36"
"15";"PRÓ-REITORIA DE PESQUISA E POS-GRADUACAO";"PASSAGENS";"2001.0";"         5000.00"
"15";"PRÓ-REITORIA DE PESQUISA E POS-GRADUACAO";"MATERIAL DE CONSUMO";"2001.0";"         7808.37"
"1449";"PRÓ-REITORIA DE PLANEJAMENTO";"SERV PESSOA JURÍDICA";"2001.0";"         8071.39"
"1449";"PRÓ-REITORIA DE PLANEJAMENTO";"MATERIAL DE CONSUMO";"2001.0";"         1191.65"
"1458";"RESERVA TÉCNICA";"CONTRIBUICOES";"2001.0";"         2186.00"
"1458";"RESERVA TÉCNICA";"SERV PESSOA JURÍDICA";"2001.0";"     1648599.01"
"1458";"RESERVA TÉCNICA";"SERV PESSOA FÍSICA";"2001.0";"        94212.56"
"1458";"RESERVA TÉCNICA";"PASSAGENS";"2001.0";"         2378.42"
"1458";"RESERVA TÉCNICA";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"         9053.73"
"1458";"RESERVA TÉCNICA";"OBRAS E INSTALAÇÕES";"2001.0";"       929382.31"
"1458";"RESERVA TÉCNICA";"MATERIAL DE CONSUMO";"2001.0";"       165782.09"
"1458";"RESERVA TÉCNICA";"INDENIZAÇÕES E RESTITUIÇÕE";"2001.0";"         3657.00"
"1458";"RESERVA TÉCNICA";"EQUIP MATERIAL PERMANENTE";"2001.0";"     1415891.29"
"1458";"RESERVA TÉCNICA";"DIVEXERCÍCIOS ANTERIORES";"2001.0";"         1080.02"
"1458";"RESERVA TÉCNICA";"DIÁRIAS";"2001.0";"         7148.36"
"1458";"RESERVA TÉCNICA";"CUSTEIO";"2001.0";"           494.10"
"1458";"RESERVA TÉCNICA";"AUX FINANCEIRO ESTUDANTE";"2001.0";"        67755.59"
"1463";"RESIDENCIAS UNIVERSITÁRIAS";"MATERIAL DE CONSUMO";"2001.0";"         4400.00"
"1463";"RESIDENCIAS UNIVERSITÁRIAS";"SERV PESSOA JURÍDICA";"2001.0";"         3035.00"
